date,artist,title,peakPos,lastPos,weeks,rank,change,list
2016-06-04,G-Eazy x Bebe Rexha,"Me, Myself & I",2,5,31,5,0,r-b-hip-hop
2016-05-28,G-Eazy x Bebe Rexha,"Me, Myself & I",2,7,30,5,+2,r-b-hip-hop
2016-05-21,G-Eazy x Bebe Rexha,"Me, Myself & I",2,9,29,7,+2,r-b-hip-hop
2016-05-14,G-Eazy x Bebe Rexha,"Me, Myself & I",2,4,28,9,-5,r-b-hip-hop
2016-05-07,G-Eazy x Bebe Rexha,"Me, Myself & I",2,3,27,4,-1,r-b-hip-hop
2016-04-30,G-Eazy x Bebe Rexha,"Me, Myself & I",2,3,26,3,0,r-b-hip-hop
2016-04-23,G-Eazy x Bebe Rexha,"Me, Myself & I",2,2,25,3,-1,r-b-hip-hop
2016-04-16,G-Eazy x Bebe Rexha,"Me, Myself & I",2,2,24,2,0,r-b-hip-hop
2016-04-09,G-Eazy x Bebe Rexha,"Me, Myself & I",2,2,23,2,0,r-b-hip-hop
2016-04-02,G-Eazy x Bebe Rexha,"Me, Myself & I",2,2,22,2,0,r-b-hip-hop
2016-03-26,G-Eazy x Bebe Rexha,"Me, Myself & I",2,2,21,2,0,r-b-hip-hop
2016-03-19,G-Eazy x Bebe Rexha,"Me, Myself & I",2,2,20,2,0,r-b-hip-hop
2016-03-12,G-Eazy x Bebe Rexha,"Me, Myself & I",2,2,19,2,0,r-b-hip-hop
2016-03-05,G-Eazy x Bebe Rexha,"Me, Myself & I",2,2,18,2,0,r-b-hip-hop
2016-02-27,G-Eazy x Bebe Rexha,"Me, Myself & I",2,3,17,2,+1,r-b-hip-hop
2016-02-20,G-Eazy x Bebe Rexha,"Me, Myself & I",2,3,16,3,0,r-b-hip-hop
2016-02-13,G-Eazy x Bebe Rexha,"Me, Myself & I",2,6,15,3,+3,r-b-hip-hop
2016-02-06,G-Eazy x Bebe Rexha,"Me, Myself & I",2,10,14,6,+4,r-b-hip-hop
2016-01-30,G-Eazy x Bebe Rexha,"Me, Myself & I",2,11,13,10,+1,r-b-hip-hop
2016-01-23,G-Eazy x Bebe Rexha,"Me, Myself & I",2,12,12,11,+1,r-b-hip-hop
2016-01-16,G-Eazy x Bebe Rexha,"Me, Myself & I",2,13,11,12,+1,r-b-hip-hop
2016-01-09,G-Eazy x Bebe Rexha,"Me, Myself & I",2,13,10,13,0,r-b-hip-hop
2016-01-02,G-Eazy x Bebe Rexha,"Me, Myself & I",2,13,9,13,0,r-b-hip-hop
2015-12-26,G-Eazy x Bebe Rexha,"Me, Myself & I",2,22,8,13,+9,r-b-hip-hop
2015-12-19,G-Eazy x Bebe Rexha,"Me, Myself & I",2,27,7,22,+5,r-b-hip-hop
2015-12-12,G-Eazy x Bebe Rexha,"Me, Myself & I",2,28,6,27,+1,r-b-hip-hop
2015-12-05,G-Eazy x Bebe Rexha,"Me, Myself & I",2,32,5,28,+4,r-b-hip-hop
2015-11-28,G-Eazy x Bebe Rexha,"Me, Myself & I",2,32,4,32,0,r-b-hip-hop
2015-11-21,G-Eazy x Bebe Rexha,"Me, Myself & I",2,46,3,32,+14,r-b-hip-hop
2015-11-14,G-Eazy x Bebe Rexha,"Me, Myself & I",2,46,2,46,0,r-b-hip-hop
2015-11-07,G-Eazy x Bebe Rexha,"Me, Myself & I",2,0,1,46,Hot Shot Debut,r-b-hip-hop
2001-01-27,Ruff Endz,No More,18,34,19,38,-4,pop
2001-01-20,Ruff Endz,No More,18,35,18,34,+1,pop
2001-01-13,Ruff Endz,No More,18,33,19,35,-2,pop
2001-01-06,Ruff Endz,No More,18,31,16,33,-2,pop
2000-12-30,Ruff Endz,No More,18,30,15,31,-1,pop
2000-12-23,Ruff Endz,No More,18,26,14,30,-4,pop
2000-12-16,Ruff Endz,No More,18,22,13,26,-4,pop
2000-12-09,Ruff Endz,No More,18,19,13,22,-3,pop
2000-12-02,Ruff Endz,No More,18,18,13,19,-1,pop
2000-11-25,Ruff Endz,No More,18,21,13,18,+3,pop
2000-11-18,Ruff Endz,No More,18,20,13,21,-1,pop
2000-11-11,Ruff Endz,No More,18,21,13,20,+1,pop
2000-11-04,Ruff Endz,No More,18,24,13,21,+3,pop
2000-10-28,Ruff Endz,No More,18,26,13,24,+2,pop
2000-10-21,Ruff Endz,No More,18,28,13,26,+2,pop
2000-10-14,Ruff Endz,No More,18,32,4,28,+4,pop
2000-10-07,Ruff Endz,No More,18,35,4,32,+3,pop
2000-09-30,Ruff Endz,No More,18,39,4,35,+4,pop
2000-09-23,Ruff Endz,No More,18,0,4,39,Re-Entry,pop
2002-11-30,Ruff Endz,Someone To Love You,12,48,43,50,-2,r-b-hip-hop
2002-11-23,Ruff Endz,Someone To Love You,12,36,42,48,-12,r-b-hip-hop
2002-11-16,Ruff Endz,Someone To Love You,12,29,41,36,-7,r-b-hip-hop
2002-11-09,Ruff Endz,Someone To Love You,12,39,40,29,+10,r-b-hip-hop
2002-11-02,Ruff Endz,Someone To Love You,12,35,39,39,-4,r-b-hip-hop
2002-10-26,Ruff Endz,Someone To Love You,12,28,38,35,-7,r-b-hip-hop
2002-10-19,Ruff Endz,Someone To Love You,12,28,37,28,0,r-b-hip-hop
2002-10-12,Ruff Endz,Someone To Love You,12,34,36,28,+6,r-b-hip-hop
2002-10-05,Ruff Endz,Someone To Love You,12,32,35,34,-2,r-b-hip-hop
2002-09-28,Ruff Endz,Someone To Love You,12,27,34,32,-5,r-b-hip-hop
2002-09-21,Ruff Endz,Someone To Love You,12,28,33,27,+1,r-b-hip-hop
2002-09-14,Ruff Endz,Someone To Love You,12,22,32,28,-6,r-b-hip-hop
2002-09-07,Ruff Endz,Someone To Love You,12,21,31,22,-1,r-b-hip-hop
2002-08-31,Ruff Endz,Someone To Love You,12,17,30,21,-4,r-b-hip-hop
2002-08-24,Ruff Endz,Someone To Love You,12,20,29,17,+3,r-b-hip-hop
2002-08-17,Ruff Endz,Someone To Love You,12,17,28,20,-3,r-b-hip-hop
2002-08-10,Ruff Endz,Someone To Love You,12,17,27,17,0,r-b-hip-hop
2002-08-03,Ruff Endz,Someone To Love You,12,18,26,17,+1,r-b-hip-hop
2002-07-27,Ruff Endz,Someone To Love You,12,17,25,18,-1,r-b-hip-hop
2002-07-20,Ruff Endz,Someone To Love You,12,18,24,17,+1,r-b-hip-hop
2002-07-13,Ruff Endz,Someone To Love You,12,22,23,18,+4,r-b-hip-hop
2002-07-06,Ruff Endz,Someone To Love You,12,12,22,22,-10,r-b-hip-hop
2002-06-29,Ruff Endz,Someone To Love You,12,14,21,12,+2,r-b-hip-hop
2002-06-22,Ruff Endz,Someone To Love You,12,18,20,14,+4,r-b-hip-hop
2002-06-15,Ruff Endz,Someone To Love You,12,20,19,18,+2,r-b-hip-hop
2002-06-08,Ruff Endz,Someone To Love You,12,20,18,20,0,r-b-hip-hop
2002-06-01,Ruff Endz,Someone To Love You,12,21,17,20,+1,r-b-hip-hop
2002-05-25,Ruff Endz,Someone To Love You,12,20,16,21,-1,r-b-hip-hop
2002-05-18,Ruff Endz,Someone To Love You,12,22,15,20,+2,r-b-hip-hop
2002-05-11,Ruff Endz,Someone To Love You,12,25,14,22,+3,r-b-hip-hop
2002-05-04,Ruff Endz,Someone To Love You,12,29,13,25,+4,r-b-hip-hop
2002-04-27,Ruff Endz,Someone To Love You,12,33,12,29,+4,r-b-hip-hop
2002-04-20,Ruff Endz,Someone To Love You,12,39,11,33,+6,r-b-hip-hop
2002-04-13,Ruff Endz,Someone To Love You,12,42,10,39,+3,r-b-hip-hop
2002-04-06,Ruff Endz,Someone To Love You,12,45,9,42,+3,r-b-hip-hop
2002-03-30,Ruff Endz,Someone To Love You,12,42,8,45,-3,r-b-hip-hop
2002-03-23,Ruff Endz,Someone To Love You,12,44,7,42,+2,r-b-hip-hop
2002-03-16,Ruff Endz,Someone To Love You,12,51,6,44,+7,r-b-hip-hop
2001-02-10,Ruff Endz,No More,1,44,41,47,-3,r-b-hip-hop
2001-02-03,Ruff Endz,No More,1,42,40,44,-2,r-b-hip-hop
2001-01-27,Ruff Endz,No More,1,49,39,42,+7,r-b-hip-hop
2001-01-20,Ruff Endz,No More,1,45,38,49,-4,r-b-hip-hop
2001-01-13,Ruff Endz,No More,1,48,41,45,+3,r-b-hip-hop
2001-01-06,Ruff Endz,No More,1,42,36,48,-6,r-b-hip-hop
2000-12-30,Ruff Endz,No More,1,41,35,42,-1,r-b-hip-hop
2000-12-23,Ruff Endz,No More,1,33,34,41,-8,r-b-hip-hop
2000-12-16,Ruff Endz,No More,1,31,33,33,-2,r-b-hip-hop
2000-12-09,Ruff Endz,No More,1,23,32,31,-8,r-b-hip-hop
2000-12-02,Ruff Endz,No More,1,23,31,23,0,r-b-hip-hop
2000-11-25,Ruff Endz,No More,1,24,32,23,+1,r-b-hip-hop
2000-11-18,Ruff Endz,No More,1,23,32,24,-1,r-b-hip-hop
2000-11-11,Ruff Endz,No More,1,21,32,23,-2,r-b-hip-hop
2000-11-04,Ruff Endz,No More,1,13,32,21,-8,r-b-hip-hop
2000-10-28,Ruff Endz,No More,1,8,32,13,-5,r-b-hip-hop
2000-10-21,Ruff Endz,No More,1,9,32,8,+1,r-b-hip-hop
2000-10-14,Ruff Endz,No More,1,7,24,9,-2,r-b-hip-hop
2000-10-07,Ruff Endz,No More,1,6,24,7,-1,r-b-hip-hop
2000-09-30,Ruff Endz,No More,1,6,24,6,0,r-b-hip-hop
2000-09-23,Ruff Endz,No More,1,5,24,6,-1,r-b-hip-hop
2000-09-16,Ruff Endz,No More,1,2,24,5,-3,r-b-hip-hop
2000-09-09,Ruff Endz,No More,1,1,24,2,-1,r-b-hip-hop
2000-09-02,Ruff Endz,No More,1,2,24,1,+1,r-b-hip-hop
2000-08-26,Ruff Endz,No More,1,2,24,2,0,r-b-hip-hop
2000-08-19,Ruff Endz,No More,1,3,24,2,+1,r-b-hip-hop
2000-08-12,Ruff Endz,No More,1,3,24,3,0,r-b-hip-hop
2000-08-05,Ruff Endz,No More,1,2,24,3,-1,r-b-hip-hop
2000-07-29,Ruff Endz,No More,1,2,24,2,0,r-b-hip-hop
2000-07-22,Ruff Endz,No More,1,2,24,2,0,r-b-hip-hop
2000-07-15,Ruff Endz,No More,1,5,24,2,+3,r-b-hip-hop
2000-07-08,Ruff Endz,No More,1,19,41,5,+14,r-b-hip-hop
2000-07-01,Ruff Endz,No More,1,31,41,19,+12,r-b-hip-hop
2000-06-24,Ruff Endz,No More,1,33,24,31,+2,r-b-hip-hop
2000-06-17,Ruff Endz,No More,1,39,24,33,+6,r-b-hip-hop
2000-06-10,Ruff Endz,No More,1,45,24,39,+6,r-b-hip-hop
2000-06-03,Ruff Endz,No More,1,57,24,45,+12,r-b-hip-hop
2011-07-23,Jeremih Featuring 50 Cent,Down On Me,8,27,20,29,-2,pop
2011-07-16,Jeremih Featuring 50 Cent,Down On Me,8,26,19,27,-1,pop
2011-07-09,Jeremih Featuring 50 Cent,Down On Me,8,22,18,26,-4,pop
2011-07-02,Jeremih Featuring 50 Cent,Down On Me,8,23,17,22,+1,pop
2011-06-25,Jeremih Featuring 50 Cent,Down On Me,8,19,16,23,-4,pop
2011-06-18,Jeremih Featuring 50 Cent,Down On Me,8,15,15,19,-4,pop
2011-06-11,Jeremih Featuring 50 Cent,Down On Me,8,11,14,15,-4,pop
2011-06-04,Jeremih Featuring 50 Cent,Down On Me,8,10,13,11,-1,pop
2011-05-28,Jeremih Featuring 50 Cent,Down On Me,8,10,12,10,0,pop
2011-05-21,Jeremih Featuring 50 Cent,Down On Me,8,8,11,10,-2,pop
2011-05-14,Jeremih Featuring 50 Cent,Down On Me,8,9,10,8,+1,pop
2011-05-07,Jeremih Featuring 50 Cent,Down On Me,8,15,9,9,+6,pop
2011-04-30,Jeremih Featuring 50 Cent,Down On Me,8,16,8,15,+1,pop
2011-04-23,Jeremih Featuring 50 Cent,Down On Me,8,18,7,16,+2,pop
2011-04-16,Jeremih Featuring 50 Cent,Down On Me,8,23,6,18,+5,pop
2011-04-09,Jeremih Featuring 50 Cent,Down On Me,8,27,5,23,+4,pop
2011-04-02,Jeremih Featuring 50 Cent,Down On Me,8,30,4,27,+3,pop
2011-03-26,Jeremih Featuring 50 Cent,Down On Me,8,33,3,30,+3,pop
2011-03-19,Jeremih Featuring 50 Cent,Down On Me,8,37,2,33,+4,pop
2011-03-12,Jeremih Featuring 50 Cent,Down On Me,8,0,1,37,New,pop
2011-08-27,Jeremih Featuring 50 Cent,Down On Me,7,46,44,49,-3,r-b-hip-hop
2011-08-20,Jeremih Featuring 50 Cent,Down On Me,7,46,43,46,0,r-b-hip-hop
2011-08-13,Jeremih Featuring 50 Cent,Down On Me,7,42,42,46,-4,r-b-hip-hop
2011-08-06,Jeremih Featuring 50 Cent,Down On Me,7,47,41,42,+5,r-b-hip-hop
2011-07-30,Jeremih Featuring 50 Cent,Down On Me,7,41,40,47,-6,r-b-hip-hop
2011-07-23,Jeremih Featuring 50 Cent,Down On Me,7,36,39,41,-5,r-b-hip-hop
2011-07-16,Jeremih Featuring 50 Cent,Down On Me,7,41,38,36,+5,r-b-hip-hop
2011-07-09,Jeremih Featuring 50 Cent,Down On Me,7,34,37,41,-7,r-b-hip-hop
2011-07-02,Jeremih Featuring 50 Cent,Down On Me,7,28,36,34,-6,r-b-hip-hop
2011-06-25,Jeremih Featuring 50 Cent,Down On Me,7,21,35,28,-7,r-b-hip-hop
2011-06-18,Jeremih Featuring 50 Cent,Down On Me,7,18,34,21,-3,r-b-hip-hop
2011-06-11,Jeremih Featuring 50 Cent,Down On Me,7,18,33,18,0,r-b-hip-hop
2011-06-04,Jeremih Featuring 50 Cent,Down On Me,7,15,32,18,-3,r-b-hip-hop
2011-05-28,Jeremih Featuring 50 Cent,Down On Me,7,15,31,15,0,r-b-hip-hop
2011-05-21,Jeremih Featuring 50 Cent,Down On Me,7,13,30,15,-2,r-b-hip-hop
2011-05-14,Jeremih Featuring 50 Cent,Down On Me,7,14,29,13,+1,r-b-hip-hop
2011-05-07,Jeremih Featuring 50 Cent,Down On Me,7,12,28,14,-2,r-b-hip-hop
2011-04-30,Jeremih Featuring 50 Cent,Down On Me,7,11,27,12,-1,r-b-hip-hop
2011-04-23,Jeremih Featuring 50 Cent,Down On Me,7,7,26,11,-4,r-b-hip-hop
2011-04-16,Jeremih Featuring 50 Cent,Down On Me,7,7,25,7,0,r-b-hip-hop
2011-04-09,Jeremih Featuring 50 Cent,Down On Me,7,8,24,7,+1,r-b-hip-hop
2011-04-02,Jeremih Featuring 50 Cent,Down On Me,7,7,23,8,-1,r-b-hip-hop
2011-03-26,Jeremih Featuring 50 Cent,Down On Me,7,10,22,7,+3,r-b-hip-hop
2011-03-19,Jeremih Featuring 50 Cent,Down On Me,7,11,21,10,+1,r-b-hip-hop
2011-03-12,Jeremih Featuring 50 Cent,Down On Me,7,13,20,11,+2,r-b-hip-hop
2011-03-05,Jeremih Featuring 50 Cent,Down On Me,7,15,19,13,+2,r-b-hip-hop
2011-02-26,Jeremih Featuring 50 Cent,Down On Me,7,17,18,15,+2,r-b-hip-hop
2011-02-19,Jeremih Featuring 50 Cent,Down On Me,7,22,17,17,+5,r-b-hip-hop
2011-02-12,Jeremih Featuring 50 Cent,Down On Me,7,20,16,22,-2,r-b-hip-hop
2011-02-05,Jeremih Featuring 50 Cent,Down On Me,7,22,15,20,+2,r-b-hip-hop
2011-01-29,Jeremih Featuring 50 Cent,Down On Me,7,28,14,22,+6,r-b-hip-hop
2011-01-22,Jeremih Featuring 50 Cent,Down On Me,7,37,13,28,+9,r-b-hip-hop
2011-01-15,Jeremih Featuring 50 Cent,Down On Me,7,31,12,37,-6,r-b-hip-hop
2011-01-08,Jeremih Featuring 50 Cent,Down On Me,7,32,11,31,+1,r-b-hip-hop
2011-01-01,Jeremih Featuring 50 Cent,Down On Me,7,38,10,32,+6,r-b-hip-hop
2010-12-25,Jeremih Featuring 50 Cent,Down On Me,7,46,9,38,+8,r-b-hip-hop
2010-12-18,Jeremih Featuring 50 Cent,Down On Me,7,49,8,46,+3,r-b-hip-hop
2010-12-11,Jeremih Featuring 50 Cent,Down On Me,7,54,7,49,+5,r-b-hip-hop
1999-09-11,Will Smith Featuring Dru Hill,Wild Wild West,4,31,17,37,-6,pop
1999-09-04,Will Smith Featuring Dru Hill,Wild Wild West,4,24,17,31,-7,pop
1999-08-28,Will Smith Featuring Dru Hill,Wild Wild West,4,15,17,24,-9,pop
1999-08-21,Will Smith Featuring Dru Hill,Wild Wild West,4,6,17,15,-9,pop
1999-08-14,Will Smith Featuring Dru Hill,Wild Wild West,4,5,17,6,-1,pop
1999-08-07,Will Smith Featuring Dru Hill,Wild Wild West,4,4,17,5,-1,pop
1999-07-31,Will Smith Featuring Dru Hill,Wild Wild West,4,4,17,4,0,pop
1999-07-24,Will Smith Featuring Dru Hill,Wild Wild West,4,4,17,4,0,pop
1999-07-17,Will Smith Featuring Dru Hill,Wild Wild West,4,4,17,4,0,pop
1999-07-10,Will Smith Featuring Dru Hill,Wild Wild West,4,6,17,4,+2,pop
1999-07-03,Will Smith Featuring Dru Hill,Wild Wild West,4,7,17,6,+1,pop
1999-06-26,Will Smith Featuring Dru Hill,Wild Wild West,4,10,17,7,+3,pop
1999-06-19,Will Smith Featuring Dru Hill,Wild Wild West,4,10,17,10,0,pop
1999-06-12,Will Smith Featuring Dru Hill,Wild Wild West,4,13,17,10,+3,pop
1999-06-05,Will Smith Featuring Dru Hill,Wild Wild West,4,20,17,13,+7,pop
1999-05-29,Will Smith Featuring Dru Hill,Wild Wild West,4,29,17,20,+9,pop
1999-05-22,Will Smith Featuring Dru Hill,Wild Wild West,4,0,17,29,Re-Entry,pop
1999-08-28,Will Smith Featuring Dru Hill,Wild Wild West,3,22,20,40,-18,r-b-hip-hop
1999-08-21,Will Smith Featuring Dru Hill,Wild Wild West,3,16,20,22,-6,r-b-hip-hop
1999-08-14,Will Smith Featuring Dru Hill,Wild Wild West,3,8,20,16,-8,r-b-hip-hop
1999-08-07,Will Smith Featuring Dru Hill,Wild Wild West,3,3,20,8,-5,r-b-hip-hop
1999-07-31,Will Smith Featuring Dru Hill,Wild Wild West,3,3,20,3,0,r-b-hip-hop
1999-07-24,Will Smith Featuring Dru Hill,Wild Wild West,3,15,20,3,+12,r-b-hip-hop
1999-07-17,Will Smith Featuring Dru Hill,Wild Wild West,3,16,20,15,+1,r-b-hip-hop
1999-07-10,Will Smith Featuring Dru Hill,Wild Wild West,3,17,20,16,+1,r-b-hip-hop
1999-07-03,Will Smith Featuring Dru Hill,Wild Wild West,3,17,20,17,0,r-b-hip-hop
1999-06-26,Will Smith Featuring Dru Hill,Wild Wild West,3,17,20,17,0,r-b-hip-hop
1999-06-19,Will Smith Featuring Dru Hill,Wild Wild West,3,18,20,17,+1,r-b-hip-hop
1999-06-12,Will Smith Featuring Dru Hill,Wild Wild West,3,24,20,18,+6,r-b-hip-hop
1999-06-05,Will Smith Featuring Dru Hill,Wild Wild West,3,31,20,24,+7,r-b-hip-hop
1999-05-29,Will Smith Featuring Dru Hill,Wild Wild West,3,55,20,31,+24,r-b-hip-hop
2013-04-06,Ne-Yo,Forever Now,35,36,6,35,+1,pop
2013-03-30,Ne-Yo,Forever Now,35,37,5,36,+1,pop
2013-03-23,Ne-Yo,Forever Now,35,36,4,37,-1,pop
2013-03-16,Ne-Yo,Forever Now,35,36,3,36,0,pop
2013-03-09,Ne-Yo,Forever Now,35,40,2,36,+4,pop
2013-03-02,Ne-Yo,Forever Now,35,0,1,40,New,pop
2013-01-26,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,9,22,12,-3,pop
2013-01-19,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,8,21,9,-1,pop
2013-01-12,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,6,20,8,-2,pop
2013-01-05,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,4,19,6,-2,pop
2012-12-29,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,4,18,4,0,pop
2012-12-22,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,5,17,4,+1,pop
2012-12-15,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,5,16,5,0,pop
2012-12-08,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,6,15,5,+1,pop
2012-12-01,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,8,14,6,+2,pop
2012-11-24,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,8,13,8,0,pop
2012-11-17,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,11,12,8,+3,pop
2012-11-10,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,12,11,11,+1,pop
2012-11-03,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,15,10,12,+3,pop
2012-10-27,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,18,9,15,+3,pop
2012-10-20,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,18,8,18,0,pop
2012-10-13,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,21,7,18,+3,pop
2012-10-06,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,23,6,21,+2,pop
2012-09-29,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,28,5,23,+5,pop
2012-09-22,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,29,4,28,+1,pop
2012-09-15,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,32,3,29,+3,pop
2012-09-08,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,37,2,32,+5,pop
2012-09-01,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4,0,1,37,New,pop
2010-08-21,Ne-Yo,Beautiful Monster,26,32,8,39,-7,pop
2010-08-14,Ne-Yo,Beautiful Monster,26,26,7,32,-6,pop
2010-08-07,Ne-Yo,Beautiful Monster,26,26,6,26,0,pop
2010-07-31,Ne-Yo,Beautiful Monster,26,28,5,26,+2,pop
2010-07-24,Ne-Yo,Beautiful Monster,26,33,4,28,+5,pop
2010-07-17,Ne-Yo,Beautiful Monster,26,35,3,33,+2,pop
2010-07-10,Ne-Yo,Beautiful Monster,26,34,2,35,-1,pop
2010-07-03,Ne-Yo,Beautiful Monster,26,0,1,34,Hot Shot Debut,pop
2009-06-06,Ne-Yo,Mad,11,30,20,29,+1,pop
2009-05-30,Ne-Yo,Mad,11,28,19,30,-2,pop
2009-05-23,Ne-Yo,Mad,11,26,18,28,-2,pop
2009-05-16,Ne-Yo,Mad,11,26,17,26,0,pop
2009-05-09,Ne-Yo,Mad,11,25,16,26,-1,pop
2009-05-02,Ne-Yo,Mad,11,22,15,25,-3,pop
2009-04-25,Ne-Yo,Mad,11,14,14,22,-8,pop
2009-04-18,Ne-Yo,Mad,11,11,13,14,-3,pop
2009-04-11,Ne-Yo,Mad,11,11,12,11,0,pop
2009-04-04,Ne-Yo,Mad,11,12,11,11,+1,pop
2009-03-28,Ne-Yo,Mad,11,12,10,12,0,pop
2009-03-21,Ne-Yo,Mad,11,13,9,12,+1,pop
2009-03-14,Ne-Yo,Mad,11,14,8,13,+1,pop
2009-03-07,Ne-Yo,Mad,11,17,7,14,+3,pop
2009-02-28,Ne-Yo,Mad,11,20,6,17,+3,pop
2009-02-21,Ne-Yo,Mad,11,25,5,20,+5,pop
2009-02-21,Ne-Yo,Miss Independent,10,30,20,31,-1,pop
2009-02-14,Ne-Yo,Mad,11,27,4,25,+2,pop
2009-02-14,Ne-Yo,Miss Independent,10,23,19,30,-7,pop
2009-02-07,Ne-Yo,Miss Independent,10,22,18,23,-1,pop
2009-02-07,Ne-Yo,Mad,11,32,3,27,+5,pop
2009-01-31,Ne-Yo,Miss Independent,10,17,17,22,-5,pop
2009-01-31,Ne-Yo,Mad,11,34,2,32,+2,pop
2009-01-24,Ne-Yo,Miss Independent,10,15,16,17,-2,pop
2009-01-24,Ne-Yo,Mad,11,0,1,34,New,pop
2009-01-17,Ne-Yo,Miss Independent,10,15,15,15,0,pop
2009-01-10,Ne-Yo,Miss Independent,10,15,14,15,0,pop
2009-01-03,Ne-Yo,Miss Independent,10,12,13,15,-3,pop
2008-12-27,Ne-Yo,Miss Independent,10,10,12,12,-2,pop
2008-12-20,Ne-Yo,Miss Independent,10,10,11,10,0,pop
2008-12-13,Ne-Yo,Miss Independent,10,10,10,10,0,pop
2008-12-13,Ne-Yo,Closer,2,19,23,20,-1,pop
2008-12-06,Ne-Yo,Miss Independent,10,10,9,10,0,pop
2008-12-06,Ne-Yo,Closer,2,16,22,19,-3,pop
2008-11-29,Ne-Yo,Miss Independent,10,12,8,10,+2,pop
